breadcrumb,image_url,brand,product_name,listing_price,offer_price,discount,sizes,product_details,URL
"Men,Designers,Rick Owens,Shoes,Sneakers,High-Top",https://www.mytheresa.com/media/1094/1238/100/88/P00838221.jpg,Rick Owens,Mega Bumper leather sneakers,€ 785,€ 549,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Designer color name: Black/Milk/Milk,Closure: lace-up, zipped side,Comes with dust bag,Comes with a box,Item number: P00838221,True to size,Half sizes please take the next size up,European sizes,5,0cm-2"" heel (size EU 42)  ,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/rick-owens-mega-bumper-leather-sneakers-black-p00838221
"Men,Designers,Asics,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/5d/P00845856.jpg,Asics,U55-S Gel-Quantum Kinetic sneakers,€ 229,€ 183,20% off,"US 7 / EU 40,US 7.5 / EU 40.5,US 8 / EU 41.5,US 8.5 / EU 42,US 9 / EU 42.5,US 9.5 / EU 43.5,US 10 / EU 44,US 10.5 / EU 44.5,US 11 / EU 45,US 11.5 / EU 46,US 12 / EU 46.5,US 13 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: almond toe,Made in Vietnam,Includes: shoe box,Designer color name: Light Indigo/Peacoat,Closure: lace-up,Item number: P00845856,True to size,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/asics-u55-s-gel-quantum-kinetic-sneakers-blue-p00845856
"Men,Designers,Tod's,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/af/P00757081.jpg,Tod's,Slip-on suede loafers,€ 465,€ 325,30% off,"UK 6 / EU 39.5,UK 7 / EU 40.5/41,UK 7.5 / EU 41/41.5,UK 8 / EU 42,UK 8.5 / EU 42.5/43,UK 9 / EU 43/43.5,UK 9.5 / EU 44,UK 10 / EU 44.5,UK 10.5 / EU 45/45.5,UK 11 / EU 45.5/46,UK 11.5 / EU 46.5,UK 12 / EU 47,UK 13 / EU 48/48.5","Sole: leather insole, rubber sole,Lining: cow leather,Upper: cow leather,Toe shape: round toe,Comes with a box, Comes with dust bag,Designer color name: Blu,Made in Italy,Item number: P00757081,Fits slightly large to size - we recommend trying a half size smaller,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/tods-slip-on-suede-loafers-black-p00757081
"Men,Designers,Tod's,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/71/P00828533.jpg,Tod's,Suede loafers,€ 465,€ 279,40% off,"UK 6 / EU 39.5,UK 7 / EU 40.5/41,UK 7.5 / EU 41/41.5,UK 8 / EU 42,UK 8.5 / EU 42.5/43,UK 9 / EU 43/43.5,UK 9.5 / EU 44,UK 10 / EU 44.5,UK 10.5 / EU 45/45.5,UK 11 / EU 45.5/46,UK 11.5 / EU 46.5,UK 12 / EU 47,UK 13 / EU 48/48.5","Upper: calf leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: almond toe,Made in Italy,Designer color name: Marrone Africa,Comes with a box,Comes with dust bag,Item number: P00828533,Fits slightly large to size - we recommend trying a half size smaller,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/tods-suede-loafers-brown-p00828533
"Men,Designers,Maison Margiela,Shoes,Boots,Chelsea boots",https://www.mytheresa.com/media/1094/1238/100/27/P00877810.jpg,Maison Margiela,Tabi leather Chelsea boots,€ 969,€ 581,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: dust bags, shoe box,Designer color name: Black,Item number: P00877810,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/maison-margiela-tabi-leather-chelsea-boots-black-p00877810
"Men,Designers,On,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/47/P00843648.jpg,On,Cloudvista running shoes,€ 135,€ 108,20% off,"US 7 / EU 40,US 8 / EU 41,US 9 / EU 42.5,US 10 / EU 44,US 11 / EU 45,US 12 / EU 47,US 13 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: almond toe,Made in Vietnam,Includes: dust bag,Designer color name: Black/White,Closure: lace-up,Item number: P00843648,True to size,Half sizes please take the next size up,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/on-cloudvista-running-shoes-neutrals-p00843648
"Men,Designers,Lanvin,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/c2/P00943670.jpg,Lanvin,DBB1 suede and patent leather sneakers,€ 380,€ 190,50% off,"UK 5 / EU 39,UK 6 / EU 40,UK 7 / EU 41,UK 8 / EU 42,UK 9 / EU 43,UK 10 / EU 44,UK 11 / EU 45,UK 12 / EU 46,UK 13 / EU 47","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Portugal,Includes: shoe box, dust bags, extra laces,Designer color name: Dark Beige 1,Closure: lace-up,Item number: P00943670,True to size,Half sizes please take the next size up,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/lanvin-dbb1-leather-sneakers-beige-p00943670
"Men,Designers,DRKSHDW by Rick Owens,Shoes,Sneakers,High-Top",https://www.mytheresa.com/media/1094/1238/100/5d/P00933942.jpg,DRKSHDW by Rick Owens,x Converse DBL DRKSTAR Chuck 70 sneakers,€ 170,€ 119,30% off,"US 6 / EU 39,US 7 / EU 40,US 7.5 / EU 41,US 8.5 / EU 42,US 9.5 / EU 43,US 10 / EU 44,US 11 / EU 45,US 11.5 / EU 46","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box, extra laces,Designer color name: Concrete,Closure: lace-up,Item number: P00933942,Fits slightly small to size - we recommend trying a half size larger,US sizes,4cm-1.5"" platform,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/drkshdw-by-rick-owens-x-converse-dbl-drkstar-chuck-70-sneakers-grey-p00933942
"Men,Designers,Lanvin,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/51/P00943665.jpg,Lanvin,DBB1 leather-trimmed suede sneakers,€ 380,€ 266,30% off,"UK 5 / EU 39,UK 6 / EU 40,UK 7 / EU 41,UK 8 / EU 42,UK 9 / EU 43,UK 10 / EU 44,UK 11 / EU 45,UK 12 / EU 46,UK 13 / EU 47","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Portugal,Includes: shoe box, dust bags, extra laces,Designer color name: Dark Brown,Closure: lace-up,Item number: P00943665,True to size,Half sizes please take the next size up,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/lanvin-dbb1-leather-trimmed-suede-sneakers-brown-p00943665
"Men,Designers,Lanvin,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/6f/P00943668.jpg,Lanvin,DBB1 suede and patent leather sneakers,€ 330,€ 231,30% off,"UK 5 / EU 39,UK 6 / EU 40,UK 7 / EU 41,UK 8 / EU 42,UK 9 / EU 43,UK 10 / EU 44,UK 11 / EU 45,UK 12 / EU 46,UK 13 / EU 47","Upper: suede,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bags, extra laces,Designer color name: Black,Closure: lace-up,Item number: P00943668,Fits large to size - we recommend trying one size smaller,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/lanvin-dbb1-suede-sneakers-black-p00943668
"Men,Designers,DRKSHDW by Rick Owens,Shoes,Sneakers,High-Top",https://www.mytheresa.com/media/1094/1238/100/84/P00933937.jpg,DRKSHDW by Rick Owens,x Converse DBL DRKSTAR Chuck 70 sneakers,€ 170,€ 102,40% off,"US 6 / EU 39,US 7 / EU 40,US 7.5 / EU 41,US 8.5 / EU 42,US 9.5 / EU 43,US 10 / EU 44,US 11 / EU 45,US 11.5 / EU 46","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box, extra laces,Designer color name: Blond,Closure: lace-up,Item number: P00933937,Fits slightly small to size - we recommend trying a half size larger,US sizes,4cm-1.5"" platform,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/drkshdw-by-rick-owens-x-converse-dbl-drkstar-chuck-70-sneakers-yellow-p00933937
"Men,Designers,Tod's,Shoes,Formal shoes,Derby",https://www.mytheresa.com/media/1094/1238/100/25/P00950294.jpg,Tod's,Patent leather Oxford shoes,€ 750,€ 450,40% off,"UK 6 / EU 39.5,UK 7 / EU 40.5/41,UK 8 / EU 42,UK 9 / EU 43/43.5,UK 10 / EU 44.5,UK 11 / EU 45.5/46,UK 12 / EU 47,UK 13 / EU 48/48.5","Upper: leather,Lining: leather,Sole: leather insole and sole,Toe shape: square toe,Made in Italy,Includes: shoe box, dust bags,Designer color name: Nero,Item number: P00950294,True to size,Half sizes please take the next size down,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/tods-patent-leather-derby-shoes-black-p00950294
"Men,Designers,Tod's,Shoes,Boots,Lace up boots",https://www.mytheresa.com/media/1094/1238/100/c5/P00950288.jpg,Tod's,Suede desert boots,€ 465,€ 325,30% off,"UK 6 / EU 39.5,UK 7 / EU 40.5/41,UK 8 / EU 42,UK 9 / EU 43/43.5,UK 10 / EU 44.5,UK 11 / EU 45.5/46,UK 12 / EU 47,UK 13 / EU 48/48.5","Upper: suede,Lining: leather,Sole: leather insole, rubber sole,Toe shape: almond toe,Made in Italy,Includes: shoe box, dust bag, extra laces,Designer color name: Fango,Closure: lace-up,Item number: P00950288,Fits large to size - we recommend trying one size smaller,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/tods-suede-desert-boots-brown-p00950288
"Men,Designers,Tod's,Shoes,Formal shoes,Derby",https://www.mytheresa.com/media/1094/1238/100/6d/P00950293.jpg,Tod's,Leather Derby shoes,€ 465,€ 325,30% off,"UK 7 / EU 40.5/41,UK 8 / EU 42,UK 9 / EU 43/43.5,UK 10 / EU 44.5,UK 11 / EU 45.5/46,UK 12 / EU 47","Upper: leather,Lining: leather,Sole: leather insole, leather and rubber sole,Toe shape: almond toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Nero,Closure: lace-up,Item number: P00950293,True to size,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/tods-leather-derby-shoes-black-p00950293
"Men,Designers,Tod's,Shoes,Formal shoes,Derby",https://www.mytheresa.com/media/1094/1238/100/8c/P00950290.jpg,Tod's,Leather boots ,€ 580,€ 406,30% off,"UK 6 / EU 39.5,UK 7 / EU 40.5/41,UK 8 / EU 42,UK 9 / EU 43/43.5,UK 10 / EU 44.5,UK 11 / EU 45.5/46,UK 12 / EU 47","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Nero,Closure: lace-up,Item number: P00950290,True to size,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/tods-leather-derby-shoes-black-p00950290
"Men,Designers,Tod's,Shoes,Formal shoes,Derby",https://www.mytheresa.com/media/1094/1238/100/e5/P00950292.jpg,Tod's,Leather brogues,€ 465,€ 325,30% off,"UK 7 / EU 40.5/41,UK 8 / EU 42,UK 9 / EU 43/43.5,UK 10 / EU 44.5,UK 11 / EU 45.5/46,UK 12 / EU 47","Upper: leather,Lining: leather,Sole: leather insole, leather and rubber sole,Toe shape: almond toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Nero,Closure: lace-up,Item number: P00950292,True to size,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/tods-leather-brogues-black-p00950292
"Men,Designers,Rick Owens,Shoes,Sneakers,High-Top",https://www.mytheresa.com/media/1094/1238/100/9e/P00952931.jpg,Rick Owens,Leather high-top sneakers,€ 765,€ 459,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: dust bag, shoe box, extra laces,Designer color name: Black Milk,Closure: lace-up, zipped side,Item number: P00952931,Fits small to size - we recommend trying one size larger,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/rick-owens-leather-high-top-sneakers-black-p00952931
"Men,Designers,Birkenstock,Shoes,Sandals & slides",https://www.mytheresa.com/media/1094/1238/100/49/P00956992.jpg,Birkenstock,Zurich suede slides,€ 110,€ 77,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: suede,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round open toe,Made in Germany,Includes: shoe box,Designer color name: Velvet Grey,Closure: buckle fastening,Item number: P00956992,True to size,Half sizes please take the next size down,European sizes,Birkenstock width: normal feet,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/birkenstock-zurich-suede-slides-grey-p00956992
"Men,Designers,Rick Owens,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/36/P00948859.jpg,Rick Owens,Leather low-top sneakers,€ 650,€ 455,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: dust bag, shoe box, extra laces,Designer color name: Milk/Dust,Closure: lace-up,Item number: P00948859,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/rick-owens-leather-low-top-sneakers-brown-p00948859
"Men,Designers,Tod's,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/4c/P00950304.jpg,Tod's,Logo suede-trimmed leather sneakers,€ 465,€ 325,30% off,"UK 6 / EU 39.5,UK 7 / EU 40.5/41,UK 8 / EU 42,UK 9 / EU 43/43.5,UK 10 / EU 44.5,UK 11 / EU 45.5/46,UK 12 / EU 47,UK 13 / EU 48/48.5","Upper: leather,Lining: fabric,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bag, extra laces,Designer color name: Bianco,Trim: suede,Closure: lace-up,Item number: P00950304,True to size,Half sizes please take the next size down,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/tods-logo-suede-trimmed-leather-sneakers-white-p00950304
"Men,Designers,Tod's,Shoes,Boots,Lace up boots",https://www.mytheresa.com/media/1094/1238/100/39/P00950284.jpg,Tod's,W. G. suede lace-up boots,€ 715,€ 357,50% off,"UK 6 / EU 39.5,UK 7 / EU 40.5/41,UK 7.5 / EU 41/41.5,UK 8 / EU 42,UK 8.5 / EU 42.5/43,UK 9 / EU 43/43.5,UK 9.5 / EU 44,UK 10 / EU 44.5,UK 10.5 / EU 45/45.5,UK 11 / EU 45.5/46,UK 11.5 / EU 46.5,UK 12 / EU 47,UK 13 / EU 48/48.5","Upper: leather,Lining: leather,Sole: rubber insole and sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bags, extra laces,Designer color name: Bronzo Medio,Item number: P00950284,Fits large to size - we recommend trying one size smaller,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/tods-w-g-suede-ankle-boots-brown-p00950284
"Men,Designers,Tod's,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/bd/P00950297.jpg,Tod's,Suede penny loafers,€ 545,€ 327,40% off,"UK 6 / EU 39.5,UK 7 / EU 40.5/41,UK 8 / EU 42,UK 9 / EU 43/43.5,UK 10 / EU 44.5,UK 11 / EU 45.5/46,UK 12 / EU 47,UK 13 / EU 48/48.5","Upper: suede,Lining: fabric,Sole: leather insole and sole,Toe shape: almond toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Noce Chiaro,Item number: P00950297,True to size,Half sizes please take the next size down,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/tods-suede-penny-loafers-brown-p00950297
"Men,Designers,Kiton,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/1f/P00951870.jpg,Kiton,Leather sneakers,€ 570,€ 285,50% off,"UK 6 / EU 40,UK 7 / EU 41,UK 8 / EU 42,UK 9 / EU 43,UK 10 / EU 44,UK 11 / EU 45,UK 12 / EU 46,UK 13 / EU 47","Upper: calf leather,Lining: leather,Sole: leather insole and sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Black,Closure: lace-up,Item number: P00951870,True to size,Half sizes please take the next size down,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/kiton-leather-sneakers-black-p00951870
"Men,Designers,George Cleverley,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/bd/P00964640.jpg,George Cleverley,Jack II suede sneakers,€ 370,€ 185,50% off,"UK 6 / EU 40,UK 7 / EU 41,UK 8 / EU 42,UK 9 / EU 43,UK 10 / EU 44,UK 11 / EU 45,UK 12 / EU 46,UK 13 / EU 47","Upper: calf leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in the UK,Includes: shoe box,Designer color name: Stone,Closure: lace-up,Item number: P00964640,True to size,Half sizes please take the next size up,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/george-cleverley-jack-ii-suede-sneakers-grey-p00964640
"Men,Designers,George Cleverley,Shoes,Boots,Chelsea boots",https://www.mytheresa.com/media/1094/1238/100/8f/P00964634.jpg,George Cleverley,Jason leather Chelsea boots,€ 800,€ 400,50% off,"UK 6 / EU 40,UK 7 / EU 41,UK 8 / EU 42,UK 8.5 / EU 42.5,UK 9 / EU 43,UK 9.5 / EU 43.5,UK 10 / EU 44,UK 10.5 / EU 44.5,UK 11 / EU 45,UK 12 / EU 46,UK 13 / EU 47","Upper: calf leather,Lining: leather,Sole: leather insole and sole,Toe shape: round toe,Made in the UK,Includes: shoe box, dust bag,Designer color name: Black,Item number: P00964634,Fits slightly small to size - we recommend trying a half size larger,Narrow,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/george-cleverley-jason-leather-chelsea-boots-black-p00964634
"Men,Designers,On,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/03/P00960554.jpg,On,Cloudtilt sneakers,€ 145,€ 116,20% off,"US 7 / EU 40,US 8 / EU 41,US 9 / EU 42.5,US 10 / EU 44,US 11 / EU 45,US 12 / EU 47,US 13 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: almond toe,Made in Vietnam,Includes: shoe box,Designer color name: Sand | Cream,Closure: lace-up,Item number: P00960554,True to size,Half sizes please take the next size up,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/on-cloudtilt-sneakers-neutrals-p00960554
"Men,Designers,Giorgio Armani,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/6a/P00938576.jpg,Giorgio Armani,Leather slip-on shoes,€ 665,€ 399,40% off,"UK 6 / EU 40,UK 7 / EU 41,UK 8 / EU 42,UK 9 / EU 43,UK 10 / EU 44,UK 11 / EU 45,UK 12 / EU 46","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: almond toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Nero,Item number: P00938576,True to size,Slightly narrow at the back,Half sizes please take the next size up,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/giorgio-armani-leather-slip-on-shoes-black-p00938576
"Men,Designers,George Cleverley,Shoes,Formal shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/dd/P00964651.jpg,George Cleverley,George leather penny loafers,€ 630,€ 378,40% off,"UK 6 / EU 40,UK 7 / EU 41,UK 7.5 / EU 41.5,UK 8 / EU 42,UK 8.5 / EU 42.5,UK 9 / EU 43,UK 9.5 / EU 43.5,UK 10 / EU 44,UK 10.5 / EU 44.5,UK 11 / EU 45,UK 12 / EU 46,UK 13 / EU 47","Upper: calf leather,Lining: leather,Sole: leather insole and sole,Toe shape: round toe,Made in the UK,Includes: shoe box, dust bags,Designer color name: Black,Item number: P00964651,True to size,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/george-cleverley-george-leather-penny-loafers-black-p00964651
"Men,Designers,Our Legacy,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/1a/P00961758.jpg,Our Legacy,Leather penny loafers,€ 380,€ 266,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: dust bags, shoe box,Designer color name: Black,Item number: P00961758,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/our-legacy-leather-penny-loafers-black-p00961758
"Men,Designers,Hoka One One,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/af/P00970173.jpg,Hoka One One,Mafate Speed 2 sneakers,€ 150,€ 120,20% off,"US 7 / EU 40,US 8 / EU 41 1/3,US 9 / EU 42 2/3,US 10 / EU 44,US 11 / EU 45 1/3,US 12 / EU 46 2/3,US 13 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: almond toe,Made in Vietnam,Includes: shoe box, extra laces,Designer color name: Alabaster / Oat Milk,Item number: P00970173,Fits small to size - we recommend trying one size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/hoka-one-one-mafate-speed-2-sneakers-white-p00970173
"Men,Designers,Frescobol Carioca,Shoes,Espadrilles",https://www.mytheresa.com/media/1094/1238/100/29/P00969945.jpg,Frescobol Carioca,Helio canvas espadrilles,€ 140,€ 84,40% off,"EU 42,EU 44,EU 45","Upper: fabric,Lining: leather,Sole: jute insole, rubber sole,Toe shape: round toe,Made in Portugal,Includes: shoe box, dust bag,Designer color name: Navy,Trim: jute,Item number: P00969945,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/frescobol-carioca-helio-canvas-espadrilles-blue-p00969945
"Men,Designers,DRKSHDW by Rick Owens,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/dc/P00951922.jpg,DRKSHDW by Rick Owens,Canvas sneakers,€ 385,€ 231,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47,EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Black/Milk/Milk,Closure: lace-up,Item number: P00951922,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/drkshdw-by-rick-owens-canvas-sneakers-black-p00951922
"Men,Designers,Hoka One One,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/9b/P00970169.jpg,Hoka One One,Clifton 9 running shoes,€ 125,€ 100,20% off,"US 7 / EU 40,US 8 / EU 41 1/3,US 9 / EU 42 2/3,US 10 / EU 44,US 11 / EU 45 1/3,US 12 / EU 46 2/3,US 13 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box,Designer color name: Harbor Mist/Black,Closure: lace-up,Item number: P00970169,True to size,Half sizes please take the next size up,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/hoka-one-one-clifton-9-running-shoes-grey-p00970169
"Men,Designers,On,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/08/P00960549.jpg,On,Cloudwander Waterproof hiking shoes,€ 160,€ 128,20% off,"US 7 / EU 40,US 8 / EU 41,US 9 / EU 42.5,US 10 / EU 44,US 11 / EU 45,US 12 / EU 47,US 13 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box,Designer color name: Sand | Black,Item number: P00960549,True to size,Half sizes please take the next size down,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/on-cloudwander-waterproof-hiking-shoes-beige-p00960549
"Men,Designers,DRKSHDW by Rick Owens,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/85/P00951921.jpg,DRKSHDW by Rick Owens,Vintage suede-trimmed denim sneakers,€ 385,€ 231,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Upper: fabric,Lining: fabric,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Sage/Milk/Milk,Closure: lace-up,Trim: leather,Item number: P00951921,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/drkshdw-by-rick-owens-vintage-sneaks-denim-sneakers-green-p00951921
"Men,Designers,Salomon,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/17/P00951822.jpg,Salomon,XT-6 Expanse sneakers,€ 140,€ 112,20% off,"UK 6 / EU 39 1/3,UK 6.5 / EU 40,UK 7 / EU 40 2/3,UK 7.5 / EU 41 1/3,UK 8 / EU 42,UK 8.5 / EU 42 2/3,UK 9 / EU 43 1/3,UK 9.5 / EU 44,UK 10 / EU 44 2/3,UK 10.5 / EU 45 1/3,UK 11 / EU 46,UK 11.5 / EU 46 2/3,UK 12 / EU 47 1/3,UK 12.5 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box,Designer color name: Black/Ebony/Magnet,Item number: P00951822,Fits slightly small to size - we recommend trying a half size larger,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/salomon-xt-6-expanse-sneakers-black-p00951822
"Men,Designers,Giorgio Armani,Shoes,Formal shoes,Brogues",https://www.mytheresa.com/media/1094/1238/100/20/P00938565.jpg,Giorgio Armani,Leather Derby shoes,€ 545,€ 381,30% off,"UK 6 / EU 40,UK 7 / EU 41,UK 8 / EU 42,UK 9 / EU 43,UK 10 / EU 44,UK 11 / EU 45,UK 12 / EU 46","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: almond toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Nero,Item number: P00938565,True to size,Half sizes please take the next size up,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/giorgio-armani-leather-derby-shoes-black-p00938565
"Men,Designers,Salomon,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/0d/P00951812.jpg,Salomon,X-Alp suede sneakers,€ 160,€ 128,20% off,"UK 6 / EU 39 1/3,UK 6.5 / EU 40,UK 7 / EU 40 2/3,UK 7.5 / EU 41 1/3,UK 8 / EU 42,UK 8.5 / EU 42 2/3,UK 9 / EU 43 1/3,UK 9.5 / EU 44,UK 10 / EU 44 2/3,UK 10.5 / EU 45 1/3,UK 11 / EU 46,UK 11.5 / EU 46 2/3,UK 12 / EU 47 1/3,UK 12.5 / EU 48","Upper: suede,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box,Designer color name: Black/Green Milieu/Bay,Item number: P00951812,Fits slightly small to size - we recommend trying a half size larger,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/salomon-x-alp-suede-sneakers-black-p00951812
